bath,balcony,price,total_sqft_int,bhk,price_per_sqft
2.0,3.0,56.0,1225.0,2.0,4571.428571428572
3.0,2.0,90.0,1312.0,2.0,6859.756097560976
2.0,2.0,200.0,1440.0,3.0,13888.888888888889
2.0,2.0,111.0,1200.0,3.0,9250.0
3.0,1.0,375.0,3000.0,7.0,12500.0
3.0,3.0,120.0,1230.0,3.0,9756.09756097561
3.0,3.0,110.0,1200.0,3.0,9166.666666666666
3.0,2.0,260.0,1622.0,4.0,16029.593094944514
2.0,2.0,135.0,1500.0,2.0,9000.0
2.0,1.0,75.0,1120.0,3.0,6696.428571428572
2.0,1.0,225.0,2600.0,2.0,8653.846153846154
3.0,3.0,100.0,1200.0,2.0,8333.333333333334
3.0,3.0,140.0,1410.0,3.0,9929.078014184397
2.0,2.0,95.0,2300.0,2.0,4130.434782608696
2.0,1.0,166.0,2003.0,2.0,8287.568647029455
2.0,2.0,57.0,1011.0,2.0,5637.982195845697
3.0,1.0,763.0,1410.0,3.0,54113.475177304965
3.0,2.0,501.0,1151.0,3.0,43527.36750651607
3.0,1.0,662.0,1162.0,3.0,56970.740103270226
3.0,1.0,501.0,1008.0,2.0,49702.380952380954
3.0,0.0,80.0,1378.0,2.0,5805.515239477503
3.0,2.0,55.0,1000.0,2.0,5500.0
3.0,1.0,225.0,1200.0,2.0,18750.0
2.0,2.0,37.0,1665.0,2.0,2222.222222222222
1.0,1.0,40.0,1419.0,3.0,2818.8865398167723
2.0,1.0,42.5,1350.0,2.0,3148.1481481481483
3.0,2.0,61.44,1222.0,3.0,5027.823240589198
3.0,1.0,65.0,2385.0,3.0,2725.3668763102723
2.0,1.0,31.15,1105.0,2.0,2819.004524886878
2.0,1.0,53.0,1015.0,2.0,5221.674876847291
2.0,1.0,58.0,1310.0,2.0,4427.480916030534
2.0,1.0,65.0,2850.0,3.0,2280.7017543859647
2.0,1.0,75.0,2400.0,2.0,3125.0
2.0,3.0,55.0,1157.0,2.0,4753.673292999136
2.0,0.0,70.0,2000.0,2.0,3500.0
2.0,2.0,52.0,1200.0,3.0,4333.333333333333
2.0,1.0,86.65,1520.0,3.0,5700.6578947368425
2.0,1.0,78.56,1350.0,3.0,5819.259259259259
2.0,2.0,62.0,1345.0,2.0,4609.665427509293
2.0,2.0,49.0,1430.0,2.0,3426.573426573427
2.0,2.0,126.0,2450.0,2.0,5142.857142857143
4.0,1.5843757375501535,986.0,1157.0,3.0,85220.39757994814
2.0,1.5843757375501535,172.0,1541.0,2.0,11161.583387410772
2.0,3.0,64.5,1677.0,3.0,3846.153846153846
2.0,2.0,75.0,1236.0,2.0,6067.961165048544
4.0,1.5843757375501535,560.0,2557.0,3.0,21900.664841611262
2.0,1.0,44.0,1584.0,1.0,2777.777777777778
2.0,2.0,52.43,1200.0,2.0,4369.166666666667
1.0,0.0,26.91,1685.0,2.0,1597.032640949555
2.0,1.0,52.0,1013.0,2.0,5133.267522211254
3.0,1.0,145.0,1610.0,3.0,9006.211180124224
2.0,2.0,48.0,1030.0,2.0,4660.194174757282
3.0,1.0,85.0,1170.0,3.0,7264.957264957265
2.0,1.0,55.08,1030.0,2.0,5347.57281553398
3.0,1.0,107.0,1310.0,2.0,8167.93893129771
2.0,1.0,56.45,929.0,2.0,6076.426264800861
1.0,1.0,26.91,2720.0,1.0,989.3382352941177
2.0,1.0,62.0,973.0,2.0,6372.045220966084
2.0,1.0,80.0,1132.0,2.0,7067.137809187279
2.0,1.0,62.0,1540.0,2.0,4025.974025974026
2.0,2.0,35.0,2500.0,3.0,1400.0
1.0,1.0,24.0,1350.0,2.0,1777.7777777777778
2.0,1.0,58.0,2689.0,2.0,2156.935663815545
3.0,2.0,70.0,2100.0,3.0,3333.3333333333335
2.0,2.0,45.0,2850.0,4.0,1578.9473684210527
3.0,1.0,97.0,1400.0,2.0,6928.571428571428
2.0,2.0,49.0,1205.0,3.0,4066.390041493776
2.0,1.0,53.56,1300.0,2.0,4120.0
2.0,3.0,62.0,1750.0,3.0,3542.8571428571427
2.0,1.0,44.0,1418.0,3.0,3102.9619181946405
2.0,1.0,47.0,1719.3,2.0,2733.6706799278777
2.0,2.0,46.8,1800.0,4.0,2600.0
2.0,1.0,55.0,1155.0,2.0,4761.9047619047615
2.0,2.0,60.0,960.0,2.0,6250.0
3.0,2.0,78.0,1113.0,2.0,7008.0862533692725
2.0,2.0,60.0,1536.0,2.0,3906.25
2.0,2.0,48.0,1124.0,2.0,4270.462633451957
2.0,1.0,71.0,1350.0,2.0,5259.259259259259
2.0,1.0,56.0,1680.0,2.0,3333.3333333333335
3.0,3.0,57.2,1187.0,2.0,4818.871103622578
2.0,1.0,46.5,1465.0,2.0,3174.061433447099
2.0,1.0,46.75,1200.0,2.0,3895.8333333333335
2.0,2.0,50.0,1270.0,3.0,3937.0078740157483
2.0,1.0,41.18,4500.0,2.0,915.1111111111111
2.0,2.0,71.0,1275.0,2.0,5568.6274509803925
2.0,2.0,45.0,1440.0,2.0,3125.0
2.0,1.5843757375501535,52.0,2150.0,1.0,2418.6046511627906
2.0,2.0,60.0,1080.0,2.0,5555.555555555556
3.0,2.0,120.0,2732.0,3.0,4392.386530014642
3.0,2.0,80.0,1161.0,2.0,6890.611541774332
2.0,2.0,120.0,1325.0,3.0,9056.603773584906
4.0,2.0,195.0,3884.0,3.0,5020.597322348095
3.0,1.0,142.0,1345.0,2.0,10557.620817843866
3.0,0.0,200.0,1112.0,2.0,17985.61151079137
1.0,1.0,49.0,950.0,2.0,5157.894736842105
2.0,2.0,37.0,1430.0,2.0,2587.4125874125875
2.0,2.0,30.0,922.0,2.0,3253.7960954446853
3.0,2.0,45.33,1270.0,2.0,3569.2913385826773
2.0,2.0,26.0,1320.0,2.0,1969.6969696969697
3.0,1.0,74.0,1603.0,2.0,4616.344354335621
2.0,3.0,70.0,1200.0,2.0,5833.333333333333
4.0,1.0,70.0,1630.0,4.0,4294.478527607362
2.0,1.0,40.39,1070.0,2.0,3774.766355140187
2.0,2.0,54.39,1870.0,4.0,2908.5561497326203
2.0,2.0,58.39,1581.0,2.0,3693.232131562302
3.0,1.5843757375501535,115.0,2300.0,2.0,5000.0
2.0,2.0,56.99,4000.0,6.0,1424.75
2.0,1.0,40.39,2435.0,6.0,1658.7268993839837
2.0,1.0,42.87,1200.0,1.0,3572.5
2.0,1.0,41.0,2100.0,4.0,1952.3809523809523
2.0,2.0,42.0,1482.0,2.0,2834.008097165992
2.0,3.0,62.0,1615.0,2.0,3839.0092879256968
2.0,1.0,48.5,1100.0,3.0,4409.090909090909
3.0,2.0,70.0,2000.0,2.0,3500.0
2.0,2.0,80.0,1117.0,2.0,7162.041181736795
2.0,1.0,48.0,1430.0,2.0,3356.6433566433566
3.0,3.0,95.0,1804.0,2.0,5266.0753880266075
3.0,3.0,176.0,1200.0,2.0,14666.666666666666
2.0,2.0,40.0,912.0,2.0,4385.964912280701
2.0,1.0,59.0,1150.0,2.0,5130.434782608696
2.0,1.0,62.0,3000.0,2.0,2066.6666666666665
3.0,1.0,55.0,1255.0,2.0,4382.470119521912
2.0,1.0,51.0,1350.0,3.0,3777.777777777778
2.0,2.0,39.0,1290.0,3.0,3023.2558139534885
2.0,1.0,32.0,2275.0,2.0,1406.5934065934066
2.0,1.0,32.0,1160.0,2.0,2758.6206896551726
2.0,1.0,50.0,1464.0,2.0,3415.3005464480875
2.0,2.0,30.0,2501.0,5.0,1199.5201919232306
3.0,1.0,45.0,1452.0,3.0,3099.1735537190084
3.0,1.0,65.0,1250.0,3.0,5200.0
2.0,3.0,44.0,1335.0,2.0,3295.880149812734
2.0,2.0,80.0,1300.0,2.0,6153.846153846154
3.0,2.0,99.0,1464.0,2.0,6762.295081967213
3.0,2.0,115.0,1656.0,2.0,6944.444444444444
2.0,3.0,85.0,1860.0,4.0,4569.89247311828
3.0,2.0,410.0,1349.0,2.0,30392.88361749444
2.0,1.0,71.0,4041.0,5.0,1756.990843850532
2.0,3.0,65.0,1820.0,3.0,3571.4285714285716
3.0,0.0,75.0,1700.0,4.0,4411.764705882353
3.0,2.0,2000.0,1881.0,2.0,106326.4221158958
3.0,2.0,280.0,1189.0,3.0,23549.201009251472
3.0,3.0,200.0,1125.0,3.0,17777.777777777777
2.0,2.0,150.0,1700.0,2.0,8823.529411764706
3.0,3.0,86.0,1225.0,2.0,7020.408163265306
3.0,1.0,135.0,1488.0,2.0,9072.58064516129
3.0,2.0,285.0,1950.0,2.0,14615.384615384615
1.0,1.0,70.0,900.0,2.0,7777.777777777777
3.0,0.0,120.0,1633.0,2.0,7348.438456827924
3.0,2.0,125.0,1350.0,3.0,9259.25925925926
2.0,1.0,95.0,1650.0,2.0,5757.575757575758
3.0,2.0,145.0,1255.0,2.0,11553.78486055777
3.0,1.5843757375501535,235.0,2500.0,2.0,9400.0
3.0,2.0,200.0,1100.0,3.0,18181.81818181818
2.0,1.0,22.14,984.0,2.0,2250.0
2.0,2.0,25.53,985.0,2.0,2591.8781725888325
2.0,2.0,31.5,925.0,2.0,3405.4054054054054
2.0,0.0,40.0,1163.0,2.0,3439.3809114359415
2.0,2.0,43.5,2600.0,2.0,1673.076923076923
2.0,2.0,32.9,1700.0,2.0,1935.2941176470588
2.0,1.0,100.0,1031.0,2.0,9699.321047526673
3.0,1.0,150.0,1277.0,2.0,11746.280344557557
3.0,1.0,180.0,1200.0,3.0,15000.0
2.0,1.0,67.0,1355.0,3.0,4944.649446494465
4.0,2.0,172.0,1200.0,3.0,14333.333333333334
3.0,1.0,268.0,2400.0,4.0,11166.666666666666
3.0,2.0,130.0,1445.0,2.0,8996.539792387543
3.0,2.0,177.0,1195.0,2.0,14811.715481171548
3.0,0.0,110.0,1420.0,2.0,7746.478873239436
2.0,1.0,70.0,1116.0,2.0,6272.401433691756
2.0,1.0,70.0,1100.0,3.0,6363.636363636364
3.0,3.0,135.0,1650.0,2.0,8181.818181818182
3.0,3.0,95.0,1050.0,3.0,9047.619047619048
2.0,1.0,64.5,2000.0,1.0,3225.0
2.0,1.0,56.0,1470.0,1.0,3809.5238095238096
2.0,1.0,52.0,1242.0,2.0,4186.795491143317
2.0,1.0,63.0,1270.0,2.0,4960.629921259842
3.0,2.0,95.0,2023.71,2.0,4694.348498549693
2.0,1.0,55.0,1152.0,2.0,4774.305555555556
2.0,1.0,68.75,1705.0,3.0,4032.2580645161293
2.0,1.0,71.0,1225.0,3.0,5795.918367346939
2.0,0.0,56.93,1120.0,2.0,5083.035714285715
3.0,2.0,62.0,1390.0,3.0,4460.431654676259
2.0,1.0,56.1,1121.0,3.0,5004.460303300624
2.0,2.0,45.0,1200.0,3.0,3750.0
2.0,2.0,42.0,1100.0,2.0,3818.181818181818
3.0,2.0,89.0,1650.0,2.0,5393.939393939394
2.0,1.0,72.0,1655.0,2.0,4350.453172205438
2.0,1.0,54.5,1308.0,2.0,4166.666666666667
2.0,1.0,46.0,1216.0,2.0,3782.8947368421054
3.0,2.0,58.0,1150.0,2.0,5043.478260869565
3.0,2.0,75.0,1500.0,3.0,5000.0
2.0,1.0,48.0,1230.0,2.0,3902.439024390244
2.0,1.0,68.0,1425.0,3.0,4771.929824561404
2.0,1.0,70.5,1400.0,1.0,5035.714285714285
2.0,1.0,100.0,1621.0,2.0,6169.031462060457
2.0,2.0,55.0,1020.0,2.0,5392.156862745098
2.0,1.0,65.0,1532.0,3.0,4242.819843342037
2.0,1.0,60.0,1407.0,3.0,4264.392324093817
2.0,1.0,65.5,1060.0,3.0,6179.245283018868
2.0,1.0,55.0,3860.0,6.0,1424.8704663212436
2.0,1.0,54.1,1290.0,2.0,4193.798449612403
3.0,2.0,90.0,1500.0,3.0,6000.0
2.0,1.0,58.0,1351.0,2.0,4293.116210214655
3.0,3.0,101.0,2400.0,3.0,4208.333333333333
2.0,1.0,67.15,1300.0,3.0,5165.384615384616
2.0,1.0,33.5,825.0,2.0,4060.6060606060605
2.0,1.0,65.7,1077.0,3.0,6100.278551532034
2.0,1.0,51.0,1430.0,4.0,3566.4335664335663
1.0,1.0,60.0,1198.0,2.0,5008.347245409015
2.0,1.0,58.0,1236.0,3.0,4692.556634304207
2.0,1.0,75.0,1233.0,2.0,6082.725060827251
2.0,1.0,52.0,1374.0,3.0,3784.570596797671
4.0,3.0,119.0,2010.0,3.0,5920.398009950249
1.0,1.0,47.0,1265.0,3.0,3715.415019762846
2.0,1.0,70.93,1245.0,2.0,5697.188755020081
2.0,1.0,32.63,914.0,1.0,3570.021881838075
1.0,1.0,21.0,1305.0,1.0,1609.1954022988505
2.0,1.0,67.0,1395.0,2.0,4802.867383512545
2.0,1.0,63.0,1447.0,3.0,4353.835521769178
2.0,1.0,64.0,1200.0,1.0,5333.333333333333
2.0,1.0,53.0,1075.0,3.0,4930.232558139535
2.0,1.5843757375501535,78.0,1605.0,2.0,4859.813084112149
3.0,2.0,83.0,1650.0,3.0,5030.30303030303
3.0,2.0,66.0,1466.0,4.0,4502.046384720327
2.0,1.0,65.58,1345.0,2.0,4875.836431226766
2.0,1.0,65.4,1499.0,3.0,4362.908605737159
2.0,2.0,30.0,1770.0,1.0,1694.915254237288
2.0,1.0,48.0,900.0,2.0,5333.333333333333
2.0,1.0,70.0,1330.0,2.0,5263.1578947368425
2.0,1.0,65.45,1210.0,2.0,5409.090909090909
3.0,1.0,90.0,2500.0,3.0,3600.0
3.0,1.0,55.0,1411.0,3.0,3897.9447200566974
2.0,1.0,72.0,1277.0,2.0,5638.214565387627
2.0,1.0,39.77,700.0,2.0,5681.4285714285725
2.0,1.0,62.0,1320.0,2.0,4696.969696969697
2.0,1.0,55.0,1200.0,2.0,4583.333333333333
3.0,3.0,63.43,1204.0,3.0,5268.27242524917
3.0,3.0,75.0,1500.0,2.0,5000.0
2.0,3.0,75.0,1460.0,3.0,5136.986301369863
2.0,1.0,67.0,1634.0,2.0,4100.367197062424
2.0,1.0,57.0,1291.0,2.0,4415.182029434547
3.0,2.0,90.0,1850.0,3.0,4864.864864864865
1.0,1.0,35.0,1195.0,1.0,2928.8702928870293
2.0,1.0,60.0,1370.0,3.0,4379.56204379562
2.0,1.0,42.0,1125.0,3.0,3733.3333333333335
4.0,1.0,125.0,3150.0,3.0,3968.253968253968
2.0,2.0,68.0,1607.0,3.0,4231.4872433105165
2.0,1.0,90.0,1675.0,2.0,5373.134328358209
3.0,1.0,94.5,1610.0,2.0,5869.565217391304
2.0,2.0,38.0,1255.0,1.0,3027.8884462151395
3.0,1.0,35.23,1100.0,3.0,3202.7272727272725
2.0,1.0,44.0,1200.0,3.0,3666.6666666666665
2.0,1.0,55.0,1200.0,2.0,4583.333333333333
2.0,1.0,38.12,700.0,2.0,5445.714285714285
2.0,1.0,62.78,1410.0,2.0,4452.482269503546
2.0,1.0,61.25,1295.0,1.0,4729.72972972973
3.0,3.0,100.0,1500.0,3.0,6666.666666666667
3.0,2.0,52.47,900.0,2.0,5830.0
2.0,1.0,55.0,1100.0,2.0,5000.0
2.0,2.0,45.0,1385.0,1.0,3249.0974729241875
2.0,1.0,53.0,1200.0,1.0,4416.666666666667
2.0,1.0,38.13,700.0,2.0,5447.142857142858
2.0,1.0,61.26,1115.0,2.0,5494.170403587444
2.0,3.0,65.0,1216.0,2.0,5345.394736842105
2.0,2.0,37.83,875.0,2.0,4323.428571428572
2.0,2.0,69.0,1210.0,3.0,5702.479338842975
3.0,3.0,46.0,1180.0,3.0,3898.3050847457625
3.0,1.0,97.0,1450.0,3.0,6689.6551724137935
2.0,1.0,34.65,780.0,2.0,4442.307692307692
2.0,1.0,52.2,1246.0,2.0,4189.406099518459
3.0,1.0,35.25,1100.0,3.0,3204.5454545454545
2.0,2.0,48.75,1065.0,3.0,4577.4647887323945
2.0,1.0,40.0,795.0,2.0,5031.446540880504
2.0,2.0,40.45,1060.0,3.0,3816.037735849057
4.0,0.0,105.0,1645.0,3.0,6382.978723404255
2.0,2.0,40.43,1310.0,3.0,3086.259541984733
2.0,1.0,65.0,1400.0,3.0,4642.857142857143
2.0,1.0,54.48,1600.0,1.0,3405.0
3.0,2.0,58.0,1220.0,2.0,4754.098360655737
3.0,1.0,78.8,1762.0,2.0,4472.1906923950055
2.0,2.0,53.0,1826.0,2.0,2902.5191675794085
3.0,1.0,84.0,1780.0,4.0,4719.101123595506
2.0,2.0,39.0,1200.0,2.0,3250.0
3.0,2.0,75.0,1355.0,3.0,5535.055350553505
2.0,1.0,57.0,1355.0,1.0,4206.642066420664
1.0,1.0,42.41,1140.0,3.0,3720.1754385964914
1.0,1.0,27.0,1169.0,2.0,2309.666381522669
2.0,2.0,67.0,1500.0,3.0,4466.666666666667
2.0,0.0,42.0,914.0,2.0,4595.185995623632
3.0,0.0,71.0,1200.0,3.0,5916.666666666667
2.0,1.0,56.0,941.0,2.0,5951.1158342189165
2.0,1.0,46.0,1237.0,3.0,3718.6742118027487
1.0,1.0,32.0,1240.0,2.0,2580.6451612903224
2.0,2.0,65.0,1223.0,3.0,5314.7996729354045
1.0,0.0,42.5,1250.0,2.0,3400.0
2.0,1.0,50.0,2400.0,2.0,2083.3333333333335
3.0,3.0,40.0,1150.0,3.0,3478.2608695652175
3.0,2.0,58.0,1140.0,3.0,5087.7192982456145
3.0,2.0,93.0,1738.0,3.0,5350.978135788262
2.0,2.0,60.0,1200.0,3.0,5000.0
2.0,1.0,62.0,1416.0,4.0,4378.531073446327
3.0,2.0,79.0,2850.0,2.0,2771.9298245614036
2.0,1.0,44.0,1680.0,2.0,2619.0476190476193
2.0,3.0,28.0,1100.0,1.0,2545.4545454545455
3.0,2.0,58.0,1386.0,3.0,4184.704184704185
2.0,1.0,31.99,1075.0,1.0,2975.813953488372
2.0,2.0,44.0,1300.0,1.0,3384.6153846153848
2.0,2.0,60.0,1370.0,2.0,4379.56204379562
1.0,1.0,45.0,1200.0,2.0,3750.0
2.0,1.0,60.0,1328.0,3.0,4518.0722891566265
2.0,0.0,68.0,1763.25,1.0,3856.514958173827
2.0,0.0,66.0,1275.0,2.0,5176.470588235294
4.0,1.5843757375501535,125.0,2000.0,3.0,6250.0
3.0,2.0,150.0,1200.0,2.0,12500.0
3.0,1.0,200.0,1036.0,2.0,19305.019305019305
2.0,0.0,423.0,1575.0,2.0,26857.14285714286
3.0,1.5843757375501535,288.0,1532.0,2.0,18798.95561357702
2.0,1.0,341.0,1248.0,2.0,27323.71794871795
2.0,1.0,105.0,775.0,2.0,13548.387096774193
2.0,1.0,44.0,1080.0,3.0,4074.074074074074
2.0,1.0,60.0,1008.0,2.0,5952.380952380952
3.0,2.0,70.0,1248.52,2.0,5606.6382596994845
2.0,2.0,70.0,1100.0,3.0,6363.636363636364
1.0,1.0,35.0,1100.0,3.0,3181.818181818182
2.0,1.0,300.0,1660.0,2.0,18072.289156626506
1.0,0.0,38.0,1254.0,1.0,3030.3030303030305
3.0,3.0,65.0,3584.0,2.0,1813.6160714285713
3.0,2.0,65.0,1596.0,3.0,4072.6817042606517
2.0,2.0,65.0,2439.0,4.0,2665.0266502665027
1.0,1.0,65.0,1400.0,3.0,4642.857142857143
2.0,2.0,60.8,1326.0,3.0,4585.218702865762
2.0,1.0,48.7,1390.0,2.0,3503.5971223021584
2.0,1.0,59.5,1555.0,3.0,3826.3665594855306
2.0,2.0,60.6,1553.0,2.0,3902.1249195106247
2.0,2.0,59.5,1515.0,3.0,3927.3927392739274
2.0,2.0,52.8,2600.0,4.0,2030.7692307692307
2.0,1.0,52.5,2254.0,3.0,2329.192546583851
2.0,1.0,48.66,1225.0,3.0,3972.2448979591836
2.0,2.0,52.0,1318.0,2.0,3945.371775417299
2.0,1.0,51.8,1108.0,1.0,4675.090252707581
2.0,1.0,45.5,1200.0,3.0,3791.6666666666665
2.0,2.0,95.0,2800.0,3.0,3392.8571428571427
2.0,2.0,63.0,1645.0,2.0,3829.7872340425533
2.0,1.0,32.5,1000.0,2.0,3250.0
4.0,1.0,400.0,1385.0,3.0,28880.86642599278
3.0,2.0,252.0,1715.0,3.0,14693.877551020409
4.0,2.0,180.0,3750.0,3.0,4800.0
2.0,1.0,54.0,1200.0,3.0,4500.0
2.0,1.0,42.0,700.0,2.0,6000.0
3.0,3.0,65.0,1205.0,2.0,5394.190871369295
2.0,1.0,63.59,2750.0,2.0,2312.3636363636365
2.0,1.0,53.0,1243.0,2.0,4263.877715205149
2.0,1.0,31.0,1160.0,2.0,2672.4137931034484
2.0,1.0,47.0,1816.0,3.0,2588.1057268722466
2.0,1.0,48.0,2200.0,2.0,2181.818181818182
2.0,1.0,45.51,2801.25,2.0,1624.631860776439
2.0,1.0,39.0,2145.0,3.0,1818.1818181818182
2.0,1.0,62.0,1344.0,3.0,4613.0952380952385
3.0,2.0,50.0,1430.0,2.0,3496.5034965034965
2.0,1.0,34.5,1070.0,2.0,3224.299065420561
2.0,0.0,36.5,1190.0,3.0,3067.2268907563025
3.0,2.0,60.0,1998.0,3.0,3003.003003003003
2.0,2.0,49.0,1428.0,2.0,3431.372549019608
3.0,2.0,56.0,1140.0,2.0,4912.2807017543855
3.0,2.0,298.0,1830.0,3.0,16284.15300546448
3.0,2.0,193.0,1085.0,2.0,17788.018433179725
3.0,2.0,62.0,880.0,2.0,7045.454545454545
2.0,2.0,75.0,3000.0,2.0,2500.0
2.0,1.0,75.0,3198.0,1.0,2345.215759849906
2.0,1.0,97.0,2600.0,2.0,3730.769230769231
2.0,1.0,65.0,1200.0,2.0,5416.666666666667
2.0,2.0,40.0,1100.0,2.0,3636.3636363636365
3.0,3.0,82.5,1650.0,2.0,5000.0
3.0,3.0,65.0,1645.0,3.0,3951.367781155015
4.0,2.0,82.0,1750.0,3.0,4685.714285714285
2.0,2.0,65.0,1223.0,3.0,5314.7996729354045
3.0,3.0,80.0,2600.0,2.0,3076.923076923077
2.0,1.0,40.0,1200.0,2.0,3333.3333333333335
2.0,2.0,63.0,1600.0,3.0,3937.5
2.0,2.0,45.0,1500.0,2.0,3000.0
2.0,3.0,62.0,1890.0,1.0,3280.4232804232806
2.0,2.0,52.0,1170.0,3.0,4444.444444444444
2.0,2.0,50.0,1150.0,3.0,4347.826086956522
2.0,3.0,40.0,1480.0,2.0,2702.7027027027025
2.0,1.0,61.0,1703.0,1.0,3581.9142689371697
1.0,1.0,150.0,3700.0,3.0,4054.054054054054
3.0,0.0,132.0,3100.0,3.0,4258.064516129032
2.0,2.0,45.0,1407.0,3.0,3198.2942430703624
3.0,1.5843757375501535,75.0,1480.0,2.0,5067.5675675675675
3.0,1.0,73.9,1099.0,3.0,6724.294813466789
3.0,1.0,77.89,2000.0,4.0,3894.5
2.0,2.0,39.0,1140.0,3.0,3421.0526315789475
1.0,0.0,34.0,1309.0,2.0,2597.4025974025976
3.0,2.0,125.0,1356.0,3.0,9218.289085545723
3.0,2.0,120.0,1270.0,3.0,9448.818897637795
3.0,2.0,105.0,1360.0,2.0,7720.588235294118
2.0,1.0,56.8,1058.0,2.0,5368.6200378071835
3.0,2.0,130.0,1104.0,2.0,11775.36231884058
3.0,2.0,105.0,992.0,2.0,10584.677419354839
3.0,2.0,105.0,2100.0,2.0,5000.0
3.0,1.5843757375501535,165.0,1240.0,3.0,13306.451612903225
3.0,2.0,160.0,1180.0,2.0,13559.322033898305
3.0,2.0,125.0,1125.0,2.0,11111.111111111111
4.0,3.0,218.0,1600.0,4.0,13625.0
3.0,2.0,120.0,1843.0,2.0,6511.123168746609
3.0,3.0,115.0,1123.0,2.0,10240.427426536064
3.0,3.0,105.0,1500.0,2.0,7000.0
2.0,1.0,36.0,990.0,2.0,3636.3636363636365
2.0,2.0,40.0,1500.0,3.0,2666.6666666666665
2.0,2.0,45.0,1200.0,2.0,3750.0
3.0,2.0,125.0,1219.0,3.0,10254.306808859721
3.0,2.0,104.0,1135.0,3.0,9162.995594713657
3.0,2.0,115.0,1157.0,2.0,9939.498703543648
3.0,2.0,71.0,1400.0,2.0,5071.428571428572
4.0,1.5843757375501535,141.0,1650.0,3.0,8545.454545454546
3.0,1.0,88.0,1000.0,2.0,8800.0
2.0,2.0,80.0,1083.0,2.0,7386.888273314866
3.0,3.0,125.0,1536.0,2.0,8138.020833333333
3.0,2.0,140.0,2100.0,2.0,6666.666666666667
3.0,2.0,130.0,1470.0,3.0,8843.537414965986
3.0,3.0,50.0,1500.0,2.0,3333.3333333333335
2.0,3.0,35.0,1404.0,3.0,2492.877492877493
2.0,3.0,43.0,1100.0,2.0,3909.090909090909
2.0,3.0,66.0,1540.0,1.0,4285.714285714285
3.0,3.0,75.0,1100.0,3.0,6818.181818181818
2.0,2.0,49.11,1100.0,2.0,4464.545454545455
2.0,2.0,44.0,1200.0,2.0,3666.6666666666665
2.0,2.0,40.0,1500.0,2.0,2666.6666666666665
2.0,3.0,60.0,1385.0,2.0,4332.129963898917
2.0,2.0,41.0,750.0,2.0,5466.666666666667
3.0,3.0,80.0,1593.0,2.0,5021.971123666039
3.0,1.0,70.0,1250.0,2.0,5600.0
2.0,2.0,43.48,2780.0,2.0,1564.0287769784172
2.0,1.0,51.0,1200.0,3.0,4250.0
3.0,1.0,62.63,2200.0,2.0,2846.818181818182
2.0,3.0,60.0,1095.0,2.0,5479.45205479452
2.0,1.0,43.0,1525.0,3.0,2819.6721311475408
1.0,1.0,19.9,1015.0,2.0,1960.591133004926
2.0,2.0,32.0,1480.0,3.0,2162.162162162162
2.0,2.0,40.0,1783.0,3.0,2243.409983174425
2.0,2.0,25.4,1145.0,3.0,2218.3406113537117
3.0,2.0,45.0,1295.0,2.0,3474.903474903475
2.0,3.0,71.0,2690.0,3.0,2639.4052044609666
3.0,1.0,135.0,1050.0,2.0,12857.142857142857
2.0,2.0,300.0,1171.0,3.0,25619.12894961571
3.0,1.0,125.0,1458.0,2.0,8573.388203017832
4.0,1.0,500.0,1150.0,3.0,43478.260869565216
3.0,3.0,350.0,1845.0,2.0,18970.18970189702
2.0,0.0,200.0,1760.0,4.0,11363.636363636364
3.0,2.0,125.0,1347.0,3.0,9279.881217520417
3.0,1.0,110.0,1150.0,3.0,9565.217391304348
4.0,2.0,115.0,1300.0,3.0,8846.153846153846
2.0,0.0,120.0,1195.0,3.0,10041.8410041841
2.0,1.0,145.0,1200.0,2.0,12083.333333333334
3.0,2.0,160.0,1140.0,3.0,14035.087719298246
3.0,2.0,56.0,1290.0,3.0,4341.085271317829
3.0,2.0,56.0,850.0,2.0,6588.235294117647
2.0,2.0,95.0,2160.0,2.0,4398.148148148148
3.0,3.0,90.0,2010.0,2.0,4477.611940298508
3.0,2.0,250.0,3500.0,3.0,7142.857142857143
2.0,1.0,78.0,1460.0,2.0,5342.465753424657
2.0,2.0,75.0,1270.0,2.0,5905.511811023622
3.0,1.0,90.0,1450.0,2.0,6206.896551724138
3.0,2.0,120.0,1328.0,2.0,9036.144578313253
2.0,1.0,120.0,1950.0,2.0,6153.846153846154
3.0,2.0,56.0,1800.0,2.0,3111.1111111111113
2.0,1.0,65.0,961.0,1.0,6763.787721123829
2.0,1.0,61.0,2280.0,2.0,2675.438596491228
2.0,2.0,60.0,1231.0,2.0,4874.08610885459
2.0,2.0,48.0,1369.1,2.0,3505.9528157183554
2.0,2.0,56.0,1030.0,2.0,5436.8932038834955
2.0,2.0,98.0,1280.0,2.0,7656.25
3.0,3.0,88.0,1040.0,2.0,8461.538461538461
2.0,1.0,69.0,1240.0,2.0,5564.5161290322585
2.0,1.0,53.0,1000.0,2.0,5300.0
2.0,2.0,46.0,2650.0,2.0,1735.8490566037735
2.0,2.0,46.0,1200.0,2.0,3833.3333333333335
2.0,2.0,65.0,1500.0,2.0,4333.333333333333
2.0,2.0,46.0,1560.0,2.0,2948.7179487179487
3.0,3.0,95.0,1278.0,3.0,7433.489827856025
2.0,2.0,72.0,1400.0,2.0,5142.857142857143
